RECORD_ID,RECORD_DATETIME,RECORD_URL,RECORD_TITLE,RECORD_TEXT,DOMAIN_ROOT_URL,CITY_NAME,STATE_CODE,COUNTRY_CODE,GPS_COORDINATES,AUTHOR_ID,AUTHOR_HANDLE,AUTHOR_NAME,AUTHOR_GENDER,AUTHOR_DESCRIPTION,_AUTHOR_PROFILE_URL,AUTHOR_AVATAR_URL,AUTHOR_FOLLOWERS,AUTHOR_VERIFIED_STATUS,META_TAGS,META_TAGS2,NET_PROMOTER_SCORE,OVERALL_STAR_RATING,OVERALL_SURVEY_SCORE,SOURCE_TYPE
"page3-review5","June 16, 2019","https://www.amazon.com/gp/customer-reviews/RVN8KH3Z9ZAQK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07G267D8S","Would not buy again","  It was way too hard to receive my money back for this product unlike other refunds i have dealt with i had to just take a gift card redemption because the seller could not be contacted.","","","","","","","","Tennessee","","","","","","","B07G267D8S","AmazonReview","","","",""
"page3-review6","July 22, 2019","https://www.amazon.com/gp/customer-reviews/R120X7UGC5PWNW/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07G267D8S","Nice to have","  I think that this protection is worth the money because you just never know what could happen over two years because life happens . I have to be honest i did not check giftable because i was not aware that is might be but now ill have to check that out as well because what a great thing ....","","","","","","","","CatB","","","","","","","B07G267D8S","AmazonReview","","","",""
"page3-review7","November 28, 2018","https://www.amazon.com/gp/customer-reviews/RRA5GFUPXAQIM/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07G267D8S","Five Stars","  Who needs someone when you have Alexa.","","","","","","","","Sarah B.","","","","","","","B07G267D8S","AmazonReview","","","",""
"page5","","https://www.amazon.com/dp/B079ZLHQM9","Sengled Smart LED Multicolor A19 Starter Kit, 60W Equivalent, 2 Smart Light Bulbs &amp; Hub, RGBW Color and Tunable White 2000-6500K, Works with Alexa &amp; Google Assistant","","","","","","","","","","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review0","July 5, 2018","https://www.amazon.com/gp/customer-reviews/R2I1ZU3B3ZIETH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B079ZLHQM9","Hue Finally Has Competition","  tldr; a great bulb to provide color lighting without adding yet another hub.<br /><br />Over the last few months I have been looking for a way to bring smart home color lighting into my household. I have a SmartThings Hub, and I wanted to add any lighting that I brought into the house to that hub. I have a strong tech background, so I did a lot of research into solutions that required little work, and some that were hacking together different smart home products and services.<br /><br />Philips Hue bulbs were expensive, and required a proprietary hubs for the best quality. Sylvania bulbs appeared to have a 50-50 shot of being good, or total garbage. I was about to give up and buy into the Philips bulbs, until I saw that Sengled finally released color bulbs. I had already bought several light bulbs from Sengled, and found that they were all of good quality. I usually don't buy things with many reviews, but I decided to give this one a chance.<br /><br />I purchased one bulb to test. I","","","","","","","","Amazon Customer","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review1","November 29, 2018","https://www.amazon.com/gp/customer-reviews/R16M3QVVOBPKBE/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B079ZLHQM9","Neat little addition to Echo Plus","  I nearly gave these three stars until I played around with them some more. initially I didnt think these were bright enough, more of a novelty and the light you see standing in a funeral home. That is until I realized the highest setting was not the brightest setting. The brightest setting is actually the middle ""Neutral"" setting on the low end of white and brightness at 100%. The Daylight setting is not the brightest setting. Edison and Warm settings are what I will call the ""Funeral Home Lighting"" settings. The Daylight setting is not brights just ""whiter"" and the Cool setting is similar to the Daylight setting except slightly whiter. For the brightest white light ""Neutral"" and 100% brightness is the maximum bright setting.<br /><br />The App installed with no problems, I have had no ads at all.<br />The hub connected right up to my router with zero problems and recognized both bulbs with no problems.<br />The App is extremely simple to use.<br /><br />These do work from anywhere. ","","","","","","","","wavxwizard","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review2","August 30, 2019","https://www.amazon.com/gp/customer-reviews/R3DGZY6Q2E9GEQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B079ZLHQM9","These deserve a five star review. (Edited for two more purchased)","  I nearly gave these three stars until I played around with them some more. initially I didnt think these were bright enough, more of a novelty and the light you see standing in a funeral home. That is until I realized the highest setting was not the brightest setting. The brightest setting is actually the middle ""Neutral"" setting on the low end of white and brightness at 100%. The Daylight setting is not the brightest setting. Edison and Warm settings are what I will call the ""Funeral Home Lighting"" settings. The Daylight setting is not brights just ""whiter"" and the Cool setting is similar to the Daylight setting except slightly whiter. For the brightest white light ""Neutral"" and 100% brightness is the maximum bright setting.<br /><br />The App installed with no problems, I have had no ads at all.<br />The hub connected right up to my router with zero problems and recognized both bulbs with no problems.<br />The App is extremely simple to use.<br /><br />These do work from anywhere. ","","","","","","","","Soldat_1958","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review3","April 5, 2019","https://www.amazon.com/gp/customer-reviews/R32UTS26SUZE76/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B079ZLHQM9","Works Well with Alexa!","  These bulbs work perfectly with Alexa. You can set many colors by voice, or use the app to set specific colors.<br />You can adjust the brightness with voice commands, too.<br />I use these way more than I thought I ever would. I like to set two bulbs on the same lamp to different colors at the same time.<br /><br />On occasion, the bulbs need to be reset in order to communicate with Alexa again - turn off the light switch and turn it back on again resets everything.<br /><br />I would/will buy these bulbs again.<br />I would recommend these bulbs to anyone.","","","","","","","","Rymonster","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review4","September 24, 2018","https://www.amazon.com/gp/customer-reviews/R3A9RY4HR7NMCF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B079ZLHQM9","Impressive product !","  By having this Sengled smart bulb installed in the house, not only I get to adjust the lighting (don’t need to install dimmer, ever) but also add strong element to complete my smart home system, great companion.<br />I’ve crossed reference on Bluetooth speaker light bulb in between brands, Philips Hue/Lightstory/LightME E27, turned out Sengled offers more with reasonable price point, Pro: easy to install, reasonable price, App controllable (now is SengledHome as the App to consolidate all devices), very energy efficient, Con: none so far<br />I would recommend this product to friends and family, Sengled offers good soultion.","","","","","","","","Evan Wu","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review5","February 28, 2019","","","  Bought this light bulb to integrate with our Smarthings. We were in need of a color bulb to put into an Ikea Lamp that would turn red if our daughter walked out of her room in the middle of the night (paired the bulb with another Smartthings sensor). It paired in seconds and works flawlessly and to be honest I bought this thinking it was a cheaper solution than buying another Philips Hue Bulb.  After turning it on, rolling through all the colors, I no longer look at this bulb as a cheaper solution but instead an equal, I really liked how bold the colors were and how well it works. It is a clear winner and plan to buy more as we slowly add more smart devices to our house.","","","","","","","","William Wilson","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review6","December 6, 2019","","","  I'm not sure there are many use cases for RGB lights in A19 style, which is not generally used in new homes except for table lamps.  For me, they make for funny automatons during Halloween when someone knocks or rings the bell.  They work surprisingly well in colour mode and are bright.  20 year old me would have had a blast with them.  35 year old me keeps one in a drawer for use on holidays only.  If you have a single light on one circuit you could use it for smart home notifications, eg doorbell ring,  motion detected, dryer done,  fire, leak etc.  However I would use a different style such as BR30 or fixed ceiling enclosure.","","","","","","","","Scott","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review7","February 12, 2019","","","  I honestly love these lights<br /><br />Pros:<br />-app is pretty easy to use and the lights and hub arent hard to setup at all<br />They get pretty bright and the daylight setting is pure white which i love<br />-you can setup a time when they turn off which helps my busy schedule if i ever forget to turn them off<br />-the lights work 100% of the time with the app<br />Cons:<br />-the colors arent SUPER accurate but it still work for my liking<br />-my lights are synced to alexa and they work about 80% of the time when i ask her to change color or turn on and off","","","","","","","","Brandon","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review8","August 20, 2019","","","  I've started using the Sengled Smart LED bulbs a few months ago and am very happy with them.  Additional bulbs, like this multicolor one are easy to install and discovered by your existing Sengled Hub. If you are using an Amazon Echo it is also simple to add to the Sengled Element Skill.  You can also use your voice commands to change through the colors of the light.","","","","","","","","Bryan Williams","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review9","February 10, 2019","","","  This bulb works great.  I setup my samsung smarthings hub v3 and it found the light instantly.  No issues and quick response time.  Colors and color temp adjustments work great.  16 Million colors well I am not going to try them all but I can say the Red, Green, Blue and whites look great.<br /><br />Great alternative to the more expensive brands.","","","","","","","","Diggy013","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review10","October 30, 2019","","","  MAKE SURE TO BUY A HUB ALONG WITH THIS!<br /><br />It was a little unclear by the description of the product and I thought I could use my Google home mini as a hub but no.<br /><br />When I got the hub these worked great with the Google home, colors are awesome, but they could be a little brighter. I prefer dimmer lighting so it's fine for me.<br /><br />Overall good color bulb, would recommend.","","","","","","","","Louis K.","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review11","September 4, 2019","","","  Great Value Easy to set-up I use the google hub with google assistant can access via phone also. The timer is a great option and the colors are amazing so many of them to choose from. Definitely a great purchase will buy more. I was skeptical at first but now I am hooked Need to go buy more lamps for my other rooms.","","","","","","","","DJ","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review12","November 18, 2018","","","  Great lights, everything was as described. Works pretty well with alexa, but I noticed you can’t just ask alexa “Turn off the lights”, you have to say “ turn off all of the lights”. Only thing I hope they add in in the future is a light show feature where they’re able to cycle through the colours automatically. Just minor things but overall working well so far","","","","","","","","Cliente de Amazon","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review13","July 19, 2019","","","  Great lights, everything was as described. Works pretty well with alexa, but I noticed you can’t just ask alexa “Turn off the lights”, you have to say “ turn off all of the lights”. Only thing I hope they add in in the future is a light show feature where they’re able to cycle through the colours automatically. Just minor things but overall working well so far","","","","","","","","Kyle Schwarber","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review14","August 10, 2018","","","  Currently have this installed in an office as the only overhead lighting and integrated into my home through both a Sengled and Wink 2 hub.  Voice control works without issue although you have limited steps for colour warmth which are otherwise available with the app.<br /><br />Setup was easy using a smartphone and camera and I had no problems adding it to my hub.  Very good value for the price and the only downside I've seen so far is that the brightness for colours like purple is not as bright as some other brands.  That being said, I'd certainly buy again.","","","","","","","","Guy M.","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review15","December 18, 2018","","","  Currently have this installed in an office as the only overhead lighting and integrated into my home through both a Sengled and Wink 2 hub.  Voice control works without issue although you have limited steps for colour warmth which are otherwise available with the app.<br /><br />Setup was easy using a smartphone and camera and I had no problems adding it to my hub.  Very good value for the price and the only downside I've seen so far is that the brightness for colours like purple is not as bright as some other brands.  That being said, I'd certainly buy again.","","","","","","","","Kel Jeffries","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review16","September 21, 2018","","","  I'm quite happy with this purchase but would really like to see them step up their game. I've had to go to IFTTT.com in order to get some extra functionality from these bulbs. Even then I'm still not able to group bulbs, and you only get two schedules plus a wake up cycle for each bulb with no way to add schedules. Would also be nice to have some special effects as well such as a colour cycle for x number of seconds, or a flash a specific colour x number of times before ending up at another colour.","","","","","","","","MAC","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review17","December 13, 2018","","","  I'm quite happy with this purchase but would really like to see them step up their game. I've had to go to IFTTT.com in order to get some extra functionality from these bulbs. Even then I'm still not able to group bulbs, and you only get two schedules plus a wake up cycle for each bulb with no way to add schedules. Would also be nice to have some special effects as well such as a colour cycle for x number of seconds, or a flash a specific colour x number of times before ending up at another colour.","","","","","","","","Dave Wilson","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review18","January 10, 2019","","","  The bulbs look great but the Sengled home app sucks. The lights have disconnected and will not connect so I cannot control them anymore.<br /><br />The lights do look really, but i wouldn't recommend these unless you already have a smart home hub. Sengled really needs to fix their app since this product is actually pretty good but they're useless because I cannot control them","","","","","","","","Jorge Ortiz","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page5-review19","December 13, 2019","","","  The bulbs look great but the Sengled home app sucks. The lights have disconnected and will not connect so I cannot control them anymore.<br /><br />The lights do look really, but i wouldn't recommend these unless you already have a smart home hub. Sengled really needs to fix their app since this product is actually pretty good but they're useless because I cannot control them","","","","","","","","NT","","","","","","","B079ZLHQM9","AmazonReview","","","",""
"page6","","https://www.amazon.com/dp/B086W7PH7N","All New, Made for Amazon, featuring The Mandalorian: The Child, Stand for Amazon Echo Dot (3rd Gen)","","","","","","","","","","","","","","","","B086W7PH7N","AmazonReview","","","",""
"page6","","https://www.amazon.com/dp/B07P937DSZ","Made for Amazon Mount for Echo Dot (3rd Gen) - White","","","","","","","","","","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review0","June 13, 2019","https://www.amazon.com/gp/customer-reviews/RA1TUJLQGX6S0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","Great for under cabinet installation","  Exactly what I was looking for. We use a DOT in the kitchen and this bracket keeps it out of the way.","","","","","","","","Michael V.","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review1","September 26, 2019","https://www.amazon.com/gp/customer-reviews/R2DGDFCSNDKU86/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","Works perfect","  We installed it under a kitchen cabinet using just the adhesive strip. Sound quality and voice recognition of the echo dot do not seem to be impacted.","","","","","","","","Andrew B","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review2","December 3, 2019","https://www.amazon.com/gp/customer-reviews/R34565FT11YLMT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","My fault for not reading","  I sort of expected a deal like the Echo 2 wall mount. This one you either got to screw into your wall, or use tape. By the tape logic I could have used my own and saved $14. The screws weren't an option since this was for my kitchen where it's all granite/tile. I also expected a smaller cable like the previous model had, because it's impossible to store a 2ft long cable on this anywhere. So now I need to find a shorter cable... just feels like it's turned into more hassle than it's worth. It doesn't even fit right in the mount, feels like it's forced and bulges oddly.","","","","","","","","Kim R.","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review3","December 6, 2019","https://www.amazon.com/gp/customer-reviews/R3RFXOAIE0ALT9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","I got to say...Wow!","  I have used other mounts for various dots of different models. This one though is awesome. It comes with screws (and long ones that will anchor to a 2x4), anchors for drywall, and even the 3M removable tape.  I have attached the mounting part to the wall easily enough with just the tape and it is holding well, but even without it will hold great using the other methods.<br /><br />Now, we have that tiny piece you mount to the wall. so small it is easy to work with, without being painfully small. next you have a separate piece for the dot. Uh oh, two pieces? Failure is suspect! But fear not noble Alexa user! This will actually be the easier part of an already easy install. One quick snap and your dot is mounted....seat it on the tiny wall mounted piece and give it a twist. DONE!<br /><br />So easy a cave...oh wait, i think that is trademarked. So...so easy my teen daughter can do it without looking up from her phone.","","","","","","","","L. McNerney","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review4","August 13, 2019","https://www.amazon.com/gp/customer-reviews/R1VOZY9N2UBRRI/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","It's great with screws","  I initially installed this mount using the 3M strips that were included. I followed the instructions carefully, but it fell off the wall a few hours after I got everything set up. After installing with the screws and drywall anchors, it has stayed up and feels really sturdy. I used this to mount a dot in my bathroom, so the humid environment is probably to blame for adhesion issues with the strips.<br /><br />Overall, it's a great mount! It looks nice and does what it's supposed to. I would definitely repurchase.","","","","","","","","Lydia","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review5","August 20, 2019","https://www.amazon.com/gp/customer-reviews/RZYJOIBRP2HYF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","easy installation","  What I like about the echo mount is that it was very easy to install I mounted it under my kitchen cabinet and you can barely see it, I mounted it with the adhesion strip though it has only been about 2 weeks so for so good with it staying in place but it seems as though it will stay put for quite some time","","","","","","","","Amazon Customer","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review6","January 6, 2020","https://www.amazon.com/gp/customer-reviews/R1FG0G6WU6WU00/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","Awesome for the echo dot!","  My husband and I attempted just sticking the echo dot to the wall with adhesive strips and lets just say that it did not work out.  It ended up just falling.  So I decided to look around for something to mount it to the wall and I found this! It was super easy to attach the echo dot and secure it to the wall and the adhesive strips that came with it worked perfectly! I haven't had any issues with it falling or anything so its doing its job just fine!  I would def recommend if you're looking to mount your echo dot to the wall!","","","","","","","","Ashley","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review7","November 3, 2019","https://www.amazon.com/gp/customer-reviews/R1ZJ1GYWXWWIXT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07P937DSZ","Suitable for under-counter installation","  I was looking for a Dot 3rd gen bracket specifically for mounting under a kitchen cabinet. After looking at other offerings I guessed that this one might be best for that purpose compared to the 3 finger designs from others.  I did install this under counter (facing down) and can confirm the grip on the Dot is very good.  I did not attempt to use the 3M strips provided (the 3rd gen Dot seemed too heavy for an under cabinet position) and I also did not use the provided screws.  Instead I used two smaller screws with washers that were shorter than the 3/4"" cabinet bottom so they would not protrude into the cabinet. I also pre-drilled tiny pilot holes. You may need to give some thought to your mounting situation and substitute your own hardware.  Otherwise I can recommend this this bracket as well designed.","","","","","","","","BRETT D MULLINS","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review8","January 26, 2020","","","  Great fit. Easy to do.","","","","","","","","Shaun","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review9","April 13, 2020","","","  Sent back too costly","","","","","","","","Del","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review10","December 26, 2019","","","  Brilliant","","","","","","","","Mum","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review11","December 8, 2019","","","  Fires echo dot perfectly","","","","","","","","Lianne s","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review12","January 17, 2020","","","  Such a simple idea yet it works so well. Stick the wall part where ever you want it, let it bond for and hour or so, then simply twist lock the echo bracket part on, wrap the cable round an you're done.","","","","","","","","Sam killip","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review13","May 9, 2020","","","  the invoice is incorrect","","","","","","","","montezumas","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review14","January 28, 2020","","","  Easy to fit and does the job","","","","","","","","Brandon Scherer","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review15","May 15, 2020","","","  Does the job brilliantly but £17 is a bit steep.","","","","","","","","Bradley Firth","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review16","December 19, 2019","","","","","","","","","","","Mario","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review17","April 13, 2020","","","","","","","","","","","Melons","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review18","December 15, 2019","","","","","","","","","","","Sergiohst","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review19","May 16, 2020","","","","","","","","","","","vicente martinez cebrian","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review20","February 11, 2020","","","","","","","","","","","MarcoIzzo","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review21","March 12, 2020","","","","","","","","","","","Phil","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page6-review22","December 28, 2019","","","","","","","","","","","Luis Miguel","","","","","","","B07P937DSZ","AmazonReview","","","",""
"page7","","https://www.amazon.com/dp/B07VZ2W7L4","Echo Wall Clock - Disney Mickey Mouse Edition - see timers at a glance - requires compatible Echo device","","","","","","","","","","","","","","","","B07VZ2W7L4","AmazonReview","","","",""
"page7-review0","January 1, 2020","https://www.amazon.com/gp/customer-reviews/R2IPZV0GAMR4IK/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&amp;ASIN=B07VZ2W7L4","A great product if you learn how to use it correctly - 1 star reviews are not warranted","  These 1 star reviews really make me mad.  People don't read the directions, or try to use the clock for what it wasn't intended for, and then they write a negative review.  If the clock did everything people THINK it should do, it would probably be a $200 clock. It's really quite a simple product....... This clock hooks to ONE current echo device, and enhances the timer features.  So if you have an echo in your kitchen or living room, you can say ""Alexa set a timer for 5 minutes"", and the clock lights up 5 markers.  Once it gets down to the last minute, all 60 markers light up and do a one minute countdown.  It's great for if you are cooking in the kitchen and don't want to keep asking Alex how much time is left, or maybe you have kids and do a ""time-out"" timer that they can see.  It doesn't hook to your phone (why would it? You are ""mobile"" with a phone, and not in the kitchen).  It can't be connected in the app (They've made it easier.  No app required.  Just say ""Alexa set up my e","","","","","","","","hollyjj","","","","","","","B07VZ2W7L4","AmazonReview","","","",""
